;x;y;z;time
493;1.8020229;-0.62354404;-0.62354404;1418119698665
494;2.2037735;-0.4427758;-0.4427758;1418119698685
495;2.7355309;-0.5879179;-0.5879179;1418119698709
496;2.3566666;-1.0017068;-1.0017068;1418119698723
497;1.838687;-0.8797295;-0.8797295;1418119698743
498;2.0936804;-0.6294644;-0.6294644;1418119698763
499;2.7280607;-0.59210944;-0.59210944;1418119698783
500;2.8554745;-0.49898267;-0.49898267;1418119698802
501;3.344904;-0.26065087;-0.26065087;1418119698822
502;3.4155998;0.013374925;0.013374925;1418119698841
503;3.630416;0.009436607;0.009436607;1418119698861
504;3.270812;0.13158154;0.13158154;1418119698881
505;2.354702;-0.04356599;-0.04356599;1418119698901
506;2.707553;0.030913591;0.030913591;1418119698921
507;2.6860542;-0.2517203;-0.2517203;1418119698940
508;2.718462;-0.4783206;-0.4783206;1418119698960
509;3.039607;-0.7615174;-0.7615174;1418119698980
510;2.068656;-0.9153083;-0.9153083;1418119699004
511;1.1865873;-0.989465;-0.989465;1418119699019
512;1.5195322;-0.75613534;-0.75613534;1418119699039
513;1.9243765;-0.8888636;-0.8888636;1418119699061
514;1.7798233;-1.0847385;-1.0847385;1418119699080
515;1.021677;-1.3386996;-1.3386996;1418119699099
516;-1.6307297;-1.821313;-1.821313;1418119699119
517;-2.9653807;-1.6041995;-1.6041995;1418119699138
518;-0.9119911;-0.65046024;-0.65046024;1418119699157
519;1.2501745;-0.43581152;-0.43581152;1418119699177
520;1.6197872;-0.7778115;-0.7778115;1418119699197
521;1.8025274;-1.1075909;-1.1075909;1418119699216
522;0.9165268;-1.3069396;-1.3069396;1418119699236
523;-0.4896927;-1.3516948;-1.3516948;1418119699255
524;-0.22130203;-0.9873276;-0.9873276;1418119699275
525;0.44362926;-0.92022324;-0.92022324;1418119699295
526;1.7990704;-1.1270776;-1.1270776;1418119699314
527;2.4854488;-1.42701;-1.42701;1418119699334
528;2.081985;-1.6909895;-1.6909895;1418119699354
529;0.2829833;-2.5795155;-2.5795155;1418119699374
530;-2.5922432;-2.4580913;-2.4580913;1418119699393
531;-3.4891143;-1.9716511;-1.9716511;1418119699413
532;-2.4119534;-1.7750893;-1.7750893;1418119699433
533;-1.0487518;-1.7222195;-1.7222195;1418119699452
534;-0.7977476;-1.357482;-1.357482;1418119699473
535;-0.34596348;-1.4281254;-1.4281254;1418119699492
536;-1.1451535;-0.8434963;-0.8434963;1418119699511
537;-0.009178638;-1.1667233;-1.1667233;1418119699532
538;-0.1567235;-1.3336525;-1.3336525;1418119699552
539;0.45320034;-1.9584866;-1.9584866;1418119699572
540;-0.8253808;-1.6597881;-1.6597881;1418119699591
541;-2.118258;-1.2974577;-1.2974577;1418119699611
542;-2.6072195;-0.7474623;-0.7474623;1418119699636
543;-0.75303435;-0.5723009;-0.5723009;1418119699651
544;0.35488987;0.31141567;0.31141567;1418119699671
545;-1.5904723;-0.053204536;-0.053204536;1418119699692
546;-1.5292429;-0.2029934;-0.2029934;1418119699712
547;-1.8204029;0.20503807;0.20503807;1418119699729
548;-0.17355561;0.5473232;0.5473232;1418119699749
549;-0.10678935;0.30394077;0.30394077;1418119699769
550;-1.1787549;0.07102394;0.07102394;1418119699789
551;-1.6582075;0.1271429;0.1271429;1418119699809
552;-1.4106153;0.025989532;0.025989532;1418119699830
553;-1.3499202;-0.009208679;-0.009208679;1418119699847
554;-0.8682847;-0.54375553;-0.54375553;1418119699868
555;-1.0591767;-0.26032543;-0.26032543;1418119699888
556;-1.443478;-0.2637577;-0.2637577;1418119699906
557;-1.86608;-0.5708456;-0.5708456;1418119699927
558;-2.8320649;-0.9406414;-0.9406414;1418119699946
559;-3.2207477;-1.1996498;-1.1996498;1418119699966
560;-3.2646575;-0.97628975;-0.97628975;1418119699986
561;-3.6835463;-1.4151802;-1.4151802;1418119700011
562;-4.2627444;-1.5804911;-1.5804911;1418119700025
563;-4.077771;-1.2952156;-1.2952156;1418119700046
564;-4.9854217;-1.504632;-1.504632;1418119700067
565;-6.0533237;-1.8228807;-1.8228807;1418119700085
566;-5.832844;-1.9674082;-1.9674082;1418119700105
567;-4.4934406;-1.8388567;-1.8388567;1418119700128
568;-3.4014132;-2.588481;-2.588481;1418119700143
569;-2.7540255;-3.0501823;-3.0501823;1418119700163
570;-2.5860865;-3.0686703;-3.0686703;1418119700183
571;-1.6855941;-2.869853;-2.869853;1418119700204
572;-1.4209595;-3.258398;-3.258398;1418119700223
573;-0.17932796;-3.565157;-3.565157;1418119700242
574;2.2427578;-3.5665083;-3.5665083;1418119700261
575;2.9806528;-3.0896864;-3.0896864;1418119700283
576;2.684753;-3.0793543;-3.0793543;1418119700302
577;0.47424603;-2.9991817;-2.9991817;1418119700324
578;-0.12101221;-2.9403348;-2.9403348;1418119700341
579;-0.49742222;-3.4350266;-3.4350266;1418119700360
580;1.4588957;-3.2704473;-3.2704473;1418119700380
581;3.422824;-2.749411;-2.749411;1418119700400
582;3.1028728;-2.6879885;-2.6879885;1418119700422
583;2.978509;-1.9062011;-1.9062011;1418119700440
584;1.5635691;-1.8020084;-1.8020084;1418119700461
585;2.277523;-1.6822222;-1.6822222;1418119700479
586;3.3689718;-0.9825623;-0.9825623;1418119700499
587;3.5378914;-0.6918815;-0.6918815;1418119700518
588;2.6829557;-0.8490617;-0.8490617;1418119700538
589;1.9202728;-0.6433979;-0.6433979;1418119700558
590;1.5959005;-0.58705044;-0.58705044;1418119700578
591;3.634656;-0.59425044;-0.59425044;1418119700597
592;3.2259254;-0.53686905;-0.53686905;1418119700624
593;3.297433;-0.49844754;-0.49844754;1418119700636
594;3.5215588;-0.4445107;-0.4445107;1418119700656
595;3.1044025;-0.6726539;-0.6726539;1418119700676
596;2.7467632;-0.5557158;-0.5557158;1418119700695
597;3.0895748;-0.4266019;-0.4266019;1418119700715
598;3.398902;-0.39997697;-0.39997697;1418119700735
599;3.086956;-0.52430105;-0.52430105;1418119700755
600;3.2396927;-0.59661746;-0.59661746;1418119700774
601;2.6330566;-0.41583395;-0.41583395;1418119700794
602;2.7054987;-0.46651745;-0.46651745;1418119700813
603;2.7221441;-0.45901573;-0.45901573;1418119700833
604;2.8453627;-0.6155288;-0.6155288;1418119700853
605;3.440652;-0.61703646;-0.61703646;1418119700873
606;4.1778517;-1.0010096;-1.0010096;1418119700893
607;3.1627798;-1.5302131;-1.5302131;1418119700912
608;2.4623947;-1.3402823;-1.3402823;1418119700932
609;0.28228474;-1.704381;-1.704381;1418119700951
610;-0.5031624;-1.5213257;-1.5213257;1418119700971
611;0.3834381;-1.9579693;-1.9579693;1418119700991
612;1.301959;-1.6398185;-1.6398185;1418119701015
613;1.7747135;-1.2504356;-1.2504356;1418119701031
614;-0.2239399;-1.386451;-1.386451;1418119701050
615;-1.2150803;-1.1992986;-1.1992986;1418119701070
616;-0.69004345;-1.5612471;-1.5612471;1418119701090
617;1.1036053;-1.9049993;-1.9049993;1418119701110
618;3.3131437;-1.6922898;-1.6922898;1418119701129
619;3.2766829;-2.1136045;-2.1136045;1418119701150
620;0.3141713;-2.7168236;-2.7168236;1418119701174
621;-1.8325372;-2.742354;-2.742354;1418119701188
622;-1.2538862;-2.6354275;-2.6354275;1418119701209
623;-0.33998156;-2.5608282;-2.5608282;1418119701228
624;0.10475159;-2.1917076;-2.1917076;1418119701248
625;-1.173284;-2.1111054;-2.1111054;1418119701267
626;-2.1501503;-2.1588793;-2.1588793;1418119701287
627;-2.6305718;-1.8690577;-1.8690577;1418119701307
628;-1.4484224;-1.5466528;-1.5466528;1418119701327
629;-0.5157578;-1.4246292;-1.4246292;1418119701347
630;-0.7831249;-1.1176214;-1.1176214;1418119701367
631;-2.0049026;-0.97864914;-0.97864914;1418119701387
632;-2.7511923;-1.4064665;-1.4064665;1418119701405
633;-2.0377686;-1.621913;-1.621913;1418119701425
634;-1.1218681;-1.7484865;-1.7484865;1418119701446
635;-2.6499;-1.3728161;-1.3728161;1418119701466
636;-2.8278883;-0.9959583;-0.9959583;1418119701485
637;-1.5708627;-0.6824608;-0.6824608;1418119701504
638;-1.4188302;-0.5731039;-0.5731039;1418119701523
639;-1.3672113;-0.22189617;-0.22189617;1418119701544
640;-1.8607951;0.015583992;0.015583992;1418119701564
641;-0.7772558;0.172369;0.172369;1418119701583
642;0.6464773;-0.035565376;-0.035565376;1418119701603
643;0.16705269;0.40397358;0.40397358;1418119701623
644;0.1506027;0.09999466;0.09999466;1418119701642
645;-0.65466726;0.041905403;0.041905403;1418119701662
646;-1.1483266;0.17398548;0.17398548;1418119701682
647;-0.62429345;0.15730286;0.15730286;1418119701702
648;-0.1954244;0.18010998;0.18010998;1418119701725
649;-1.3806666;0.067178726;0.067178726;1418119701741
650;-1.4434414;0.021186829;0.021186829;1418119701761
651;-1.8265657;-0.11671448;-0.11671448;1418119701781
652;-1.631393;-0.42408085;-0.42408085;1418119701801
653;-2.0044222;-0.4663725;-0.4663725;1418119701820
654;-2.2247205;-0.48204517;-0.48204517;1418119701840
655;-2.527669;-0.6772318;-0.6772318;1418119701859
656;-2.703925;-1.1528568;-1.1528568;1418119701879
657;-2.7862816;-1.2759771;-1.2759771;1418119701899
658;-2.8291576;-1.1539192;-1.1539192;1418119701919
659;-4.051322;-1.2134247;-1.2134247;1418119701939
660;-3.9038672;-1.2955399;-1.2955399;1418119701958
661;-3.2525556;-1.3266773;-1.3266773;1418119701980
662;-3.1259513;-1.4161091;-1.4161091;1418119702003
663;-2.5780258;-1.4940481;-1.4940481;1418119702017
664;-2.380693;-1.28232;-1.28232;1418119702038
665;-2.374751;-1.3232155;-1.3232155;1418119702059
666;-1.5929015;-1.4007177;-1.4007177;1418119702077
667;0.15938449;-1.4701529;-1.4701529;1418119702096
668;-0.7198396;-2.489399;-2.489399;1418119702116
669;-1.981101;-2.348668;-2.348668;1418119702138
670;-1.9346004;-2.8957424;-2.8957424;1418119702155
671;-2.0134606;-3.0038176;-3.0038176;1418119702175
672;-0.6368165;-2.8085046;-2.8085046;1418119702194
673;0.5656271;-3.0436382;-3.0436382;1418119702215
674;0.40311956;-3.671379;-3.671379;1418119702242
675;-0.9775882;-3.7092123;-3.7092123;1418119702254
676;-1.1784897;-3.759984;-3.759984;1418119702273
677;-0.5635948;-3.460937;-3.460937;1418119702294
678;2.017312;-2.7830296;-2.7830296;1418119702313
679;2.3247032;-2.55522;-2.55522;1418119702332
680;2.602849;-2.112459;-2.112459;1418119702353
681;1.9374466;-2.111692;-2.111692;1418119702373
682;2.713129;-1.607513;-1.607513;1418119702395
683;4.4141808;-0.78542364;-0.78542364;1418119702415
684;4.485466;-0.74817026;-0.74817026;1418119702431
685;3.5898352;-1.0012369;-1.0012369;1418119702451
686;2.3667507;-0.9393569;-0.9393569;1418119702472
687;2.5923347;-0.718947;-0.718947;1418119702491
688;3.564827;-0.5831158;-0.5831158;1418119702511
689;2.7815638;-0.87039745;-0.87039745;1418119702529
690;2.840127;-0.5795764;-0.5795764;1418119702550
691;2.95549;-0.4919709;-0.4919709;1418119702570
692;2.2639618;-0.5095645;-0.5095645;1418119702589
693;2.0081034;-0.8028227;-0.8028227;1418119702609
694;2.6842594;-0.57579744;-0.57579744;1418119702628
695;2.9219942;-0.27138758;-0.27138758;1418119702648
696;4.114929;0.09405947;0.09405947;1418119702668
697;4.3143797;0.13022137;0.13022137;1418119702688
698;3.7255468;-0.13134503;-0.13134503;1418119702708
699;2.6649504;-0.50763464;-0.50763464;1418119702728
700;1.8412457;-0.8561542;-0.8561542;1418119702747
701;1.8686104;-0.9489105;-0.9489105;1418119702767
702;2.129774;-0.85837364;-0.85837364;1418119702787
703;1.8727865;-1.0350442;-1.0350442;1418119702807
704;1.0174322;-1.1061885;-1.1061885;1418119702826
705;0.49603558;-0.95593786;-0.95593786;1418119702845
706;0.6600628;-0.9112233;-0.9112233;1418119702865
707;0.77362347;-0.64603883;-0.64603883;1418119702885
708;2.2310495;-0.6123638;-0.6123638;1418119702905
709;1.443264;-1.0163532;-1.0163532;1418119702925
710;0.75509834;-0.9352951;-0.9352951;1418119702944
711;0.5205231;-0.98931813;-0.98931813;1418119702964
712;1.4447994;-1.1387329;-1.1387329;1418119702983
713;1.7439337;-1.7051339;-1.7051339;1418119703008
714;0.6504154;-1.738951;-1.738951;1418119703023
715;0.5643816;-1.4477239;-1.4477239;1418119703043
716;0.81807613;-1.3553467;-1.3553467;1418119703062
717;0.8056059;-1.621367;-1.621367;1418119703082
718;0.59270144;-1.8535857;-1.8535857;1418119703102
719;0.1716342;-1.9362993;-1.9362993;1418119703122
720;-0.95225716;-2.045189;-2.045189;1418119703142
721;-1.5213504;-1.7854486;-1.7854486;1418119703161
722;-1.4742684;-1.9443698;-1.9443698;1418119703183
723;-2.0158038;-1.9299583;-1.9299583;1418119703200
724;-2.7172666;-2.2884598;-2.2884598;1418119703220
725;-1.2970347;-2.0321283;-2.0321283;1418119703240
726;0.32119894;-1.4875422;-1.4875422;1418119703260
727;0.24020433;-1.3101196;-1.3101196;1418119703279
728;-0.20675349;-1.0681419;-1.0681419;1418119703299
729;-0.12202072;-0.81987476;-0.81987476;1418119703319
730;-0.33274388;-1.3355789;-1.3355789;1418119703338
731;-0.48836493;-1.0001631;-1.0001631;1418119703359
732;-2.5383196;-0.88993835;-0.88993835;1418119703378
733;-2.8882396;-0.7655573;-0.7655573;1418119703400
734;-1.478456;-0.45132065;-0.45132065;1418119703417
735;0.06952572;-0.42861557;-0.42861557;1418119703436
736;-0.9892472;-0.801734;-0.801734;1418119703457
737;-2.782215;-0.8287697;-0.8287697;1418119703477
738;-2.955328;-0.42321396;-0.42321396;1418119703496
739;-2.0503058;-0.4169855;-0.4169855;1418119703516
740;-0.85838974;-0.33267403;-0.33267403;1418119703535
741;-0.97608113;-0.797946;-0.797946;1418119703556
742;-0.42386264;-1.8422213;-1.8422213;1418119703576
743;-0.9190442;-0.7454481;-0.7454481;1418119703595
744;-1.4654334;-0.7790184;-0.7790184;1418119703619
745;-2.2679346;-0.6596117;-0.6596117;1418119703634
746;-1.61516;-0.46121597;-0.46121597;1418119703655
747;-0.99737006;0.0709486;0.0709486;1418119703674
748;-0.96942914;-0.14298725;-0.14298725;1418119703694
749;0.27958584;0.13617325;0.13617325;1418119703714
750;0.69534326;0.47718906;0.47718906;1418119703739
751;0.39727008;0.15137291;0.15137291;1418119703755
752;-0.2587061;0.5520296;0.5520296;1418119703773
753;-0.8802233;0.3736763;0.3736763;1418119703792
754;-1.8068557;0.09792805;0.09792805;1418119703812
755;-2.0411282;-0.08678436;-0.08678436;1418119703832
756;-2.9118793;-0.3968954;-0.3968954;1418119703852
757;-3.7885556;-1.0053387;-1.0053387;1418119703871
758;-4.3411465;-1.2234545;-1.2234545;1418119703891
759;-4.3504887;-1.4820032;-1.4820032;1418119703911
760;-3.15588;-1.7954378;-1.7954378;1418119703930
761;-3.5668004;-1.934515;-1.934515;1418119703950
762;-4.6946898;-2.345214;-2.345214;1418119703969
763;-5.189703;-2.900981;-2.900981;1418119703990
764;-3.6501405;-2.942874;-2.942874;1418119704014
765;-2.1272707;-2.9468803;-2.9468803;1418119704029
766;-1.6766648;-3.0232925;-3.0232925;1418119704049
767;-0.3871956;-2.7641363;-2.7641363;1418119704069
768;-0.32994938;-2.6753254;-2.6753254;1418119704089
769;-0.3306923;-2.4950218;-2.4950218;1418119704108
770;0.3071046;-2.3482904;-2.3482904;1418119704128
771;-0.74379826;-2.4674172;-2.4674172;1418119704148
772;-0.6060724;-2.7398663;-2.7398663;1418119704179
773;1.0742393;-2.594829;-2.594829;1418119704188
774;2.2876787;-2.4976764;-2.4976764;1418119704206
775;2.478692;-2.407061;-2.407061;1418119704226
776;0.4987545;-2.4815512;-2.4815512;1418119704245
777;1.279213;-2.3240209;-2.3240209;1418119704267
778;3.2527409;-1.598866;-1.598866;1418119704285
779;1.8768826;-1.5679815;-1.5679815;1418119704304
780;1.7024231;-1.9588387;-1.9588387;1418119704324
781;2.432969;-1.8912234;-1.8912234;1418119704344
782;4.062503;-1.2717968;-1.2717968;1418119704364
783;4.619623;-0.6533816;-0.6533816;1418119704384
784;3.931592;-0.84607315;-0.84607315;1418119704403
785;3.708252;-0.7630576;-0.7630576;1418119704423
786;3.2839556;-0.68503433;-0.68503433;1418119704442
787;3.0016508;-0.4363494;-0.4363494;1418119704463
788;3.8151512;-0.31942475;-0.31942475;1418119704483
789;3.766695;-0.19175053;-0.19175053;1418119704502
790;2.802493;-0.28548265;-0.28548265;1418119704523
791;2.341508;-0.28639632;-0.28639632;1418119704541
792;2.1488438;-0.53735626;-0.53735626;1418119704561
793;2.6218348;-0.31706595;-0.31706595;1418119704581
794;3.0311441;-0.09882653;-0.09882653;1418119704601
795;2.2640162;-0.11861122;-0.11861122;1418119704620
796;1.56952;-0.14566475;-0.14566475;1418119704643
797;1.6940575;-0.14643317;-0.14643317;1418119704660
798;1.9074345;-0.21152568;-0.21152568;1418119704680
799;3.0074348;-0.051012248;-0.051012248;1418119704699
800;2.3557415;-0.52492034;-0.52492034;1418119704720
801;0.74882317;-0.8270079;-0.8270079;1418119704740
802;1.5205956;-0.7006338;-0.7006338;1418119704758
803;3.4445076;-0.34645075;-0.34645075;1418119704778
804;4.910413;-0.43486005;-0.43486005;1418119704798
805;5.086316;-0.9743918;-0.9743918;1418119704818
806;2.6341867;-1.5254725;-1.5254725;1418119704838
807;0.15963554;-2.0882409;-2.0882409;1418119704861
808;-0.17851067;-1.6361682;-1.6361682;1418119704880
809;0.79564285;-1.7900195;-1.7900195;1418119704898
810;1.5539017;-1.7741463;-1.7741463;1418119704917
811;-0.065963745;-2.0218306;-2.0218306;1418119704936
812;-0.9722738;-1.7167716;-1.7167716;1418119704956
813;-2.2509527;-1.571548;-1.571548;1418119704975
814;-1.9353552;-1.4331298;-1.4331298;1418119705000
815;-0.030116558;-1.3018417;-1.3018417;1418119705015
816;2.8004584;-0.9092922;-0.9092922;1418119705036
817;2.496242;-1.2035613;-1.2035613;1418119705055
818;1.1114793;-1.7616539;-1.7616539;1418119705078
819;-1.2847576;-2.1614223;-2.1614223;1418119705098
820;-2.6411543;-2.004426;-2.004426;1418119705114
821;-2.105671;-2.0676308;-2.0676308;1418119705133
822;-1.6523061;-2.0923529;-2.0923529;1418119705152
823;-1.776711;-2.0630922;-2.0630922;1418119705173
824;-2.0726423;-1.6914883;-1.6914883;1418119705192
825;-0.662797;-0.9656496;-0.9656496;1418119705212
826;-0.41529799;-0.7729578;-0.7729578;1418119705232
827;-0.25539446;-0.8830719;-0.8830719;1418119705252
828;-0.14566445;-1.1416645;-1.1416645;1418119705271
829;-1.3837829;-1.4699259;-1.4699259;1418119705291
830;-1.0919919;-1.1833925;-1.1833925;1418119705310
831;-0.50427437;-0.66297436;-0.66297436;1418119705330
832;-1.7051216;-0.5536995;-0.5536995;1418119705349
833;-1.0394917;-1.1617069;-1.1617069;1418119705370
834;-1.2282369;-0.7376995;-0.7376995;1418119705390
835;-1.4294631;-0.5296278;-0.5296278;1418119705409
836;-2.3536563;-0.1330185;-0.1330185;1418119705428
837;-1.8406006;-0.25100708;-0.25100708;1418119705448
838;-1.220724;-0.15159321;-0.15159321;1418119705468
839;-0.8383975;0.093969345;0.093969345;1418119705488
840;-1.7702005;-0.14644241;-0.14644241;1418119705508
841;-1.5568111;-0.22658443;-0.22658443;1418119705529
842;-0.5574554;-0.31553364;-0.31553364;1418119705547
843;-0.8305268;-0.3306656;-0.3306656;1418119705567
844;-1.3631837;-0.40944386;-0.40944386;1418119705587
845;-1.6139568;-0.34152603;-0.34152603;1418119705607
846;-1.4890257;-0.35138702;-0.35138702;1418119705626
847;-1.7485077;-0.46898556;-0.46898556;1418119705647
848;-1.6735882;-0.5973997;-0.5973997;1418119705665
849;-2.027197;-0.60693264;-0.60693264;1418119705685
850;-2.2949553;-0.7183752;-0.7183752;1418119705705
851;-2.087083;-0.51700115;-0.51700115;1418119705726
852;-2.3367376;-0.50434685;-0.50434685;1418119705746
853;-2.6837478;-0.62282753;-0.62282753;1418119705765
854;-3.8811061;-1.1688852;-1.1688852;1418119705783
855;-4.8260326;-1.8995047;-1.8995047;1418119705804
856;-4.710119;-2.223916;-2.223916;1418119705823
857;-3.1742764;-2.1724186;-2.1724186;1418119705843
858;-2.1718693;-2.0223465;-2.0223465;1418119705863
859;-2.2412622;-2.0850286;-2.0850286;1418119705882
860;-2.252466;-2.4133892;-2.4133892;1418119705902
861;-2.548719;-2.3223114;-2.3223114;1418119705922
862;-2.1668403;-2.573144;-2.573144;1418119705942
863;-1.8235493;-2.4737406;-2.4737406;1418119705961
864;-0.38037205;-2.2741117;-2.2741117;1418119705980
865;0.72849417;-1.8153954;-1.8153954;1418119706005
866;1.075717;-1.1312256;-1.1312256;1418119706020
867;1.4857883;-0.904315;-0.904315;1418119706040
868;0.64712715;-1.1770363;-1.1770363;1418119706059
869;-0.47647762;-1.655232;-1.655232;1418119706080
870;-1.226656;-2.423802;-2.423802;1418119706099
871;0.26266384;-2.6099987;-2.6099987;1418119706118
872;1.5988874;-2.2546253;-2.2546253;1418119706139
873;1.9222136;-2.125301;-2.125301;1418119706158
874;1.4340782;-2.777709;-2.777709;1418119706178
875;1.860898;-2.4681864;-2.4681864;1418119706199
876;1.6438141;-2.4480982;-2.4480982;1418119706220
877;1.7362804;-2.0109603;-2.0109603;1418119706238
878;2.1185904;-1.0933154;-1.0933154;1418119706257
879;2.6046686;-1.323096;-1.323096;1418119706277
880;2.2521963;-1.5971351;-1.5971351;1418119706296
881;2.34626;-1.0449257;-1.0449257;1418119706316
882;3.021227;-0.6802876;-0.6802876;1418119706335
883;3.290268;-0.3847637;-0.3847637;1418119706355
884;3.0766106;-0.47421166;-0.47421166;1418119706375
885;3.3049288;-0.2236185;-0.2236185;1418119706395
886;3.8303432;0.14928019;0.14928019;1418119706414
887;3.065343;-0.28838217;-0.28838217;1418119706433
888;3.2039585;-0.20938802;-0.20938802;1418119706453
889;2.493166;-0.43061292;-0.43061292;1418119706474
890;2.5315495;-0.14745724;-0.14745724;1418119706494
891;2.676196;-0.119155765;-0.119155765;1418119706514
892;3.165224;-0.19326329;-0.19326329;1418119706534
893;3.2882204;-0.28231645;-0.28231645;1418119706552
894;2.7456083;-0.63953924;-0.63953924;1418119706572
895;1.8183737;-0.7272967;-0.7272967;1418119706592
896;0.8600006;-0.9625777;-0.9625777;1418119706613
897;1.04529;-0.8579732;-0.8579732;1418119706632
898;2.0573168;-0.72817457;-0.72817457;1418119706652
899;3.171876;-0.5024863;-0.5024863;1418119706671
900;3.5973797;-0.48222253;-0.48222253;1418119706690
901;2.5732098;-0.68842494;-0.68842494;1418119706711
902;1.9311295;-0.6932305;-0.6932305;1418119706731
903;2.289794;-0.824488;-0.824488;1418119706750
904;3.471612;-0.98992217;-0.98992217;1418119706769
905;1.362669;-1.8935506;-1.8935506;1418119706789
906;-1.9021444;-2.179756;-2.179756;1418119706808
907;-2.0661125;-1.5700479;-1.5700479;1418119706832
908;0.6216984;-1.1942599;-1.1942599;1418119706850
909;2.286251;-1.1981969;-1.1981969;1418119706870
910;-0.82906914;-2.1617453;-2.1617453;1418119706888
911;-1.4244318;-1.5034776;-1.5034776;1418119706907
912;0.14467144;-1.3605185;-1.3605185;1418119706927
913;1.0296469;-1.1106782;-1.1106782;1418119706947
914;1.2974501;-1.4597101;-1.4597101;1418119706967
915;1.620626;-1.6681242;-1.6681242;1418119706987
916;1.3048272;-1.6999912;-1.6999912;1418119707010
917;0.2857275;-2.103652;-2.103652;1418119707026
918;-1.2123804;-2.2765474;-2.2765474;1418119707046
919;-1.4326987;-2.0717497;-2.0717497;1418119707065
920;-1.155592;-1.9329925;-1.9329925;1418119707085
921;-0.670712;-1.5783892;-1.5783892;1418119707105
922;-0.32230425;-1.2699938;-1.2699938;1418119707124
923;-1.3417664;-0.20976734;-0.20976734;1418119707144
924;-0.4436884;-1.1565857;-1.1565857;1418119707163
925;-0.52343965;-0.99951553;-0.99951553;1418119707185
926;-1.5505023;-1.0218544;-1.0218544;1418119707207
927;-2.4991121;-1.0048838;-1.0048838;1418119707223
928;-2.7179976;-0.8248558;-0.8248558;1418119707243
929;-2.2511632;-0.9930372;-0.9930372;1418119707262
930;-1.6693218;-0.58205223;-0.58205223;1418119707283
931;-1.5892534;-0.20258617;-0.20258617;1418119707302
932;-1.2988887;-0.3336916;-0.3336916;1418119707322
933;-0.20331836;-0.53899;-0.53899;1418119707343
934;0.36035693;-0.70741653;-0.70741653;1418119707363
935;-0.030490518;-0.19484615;-0.19484615;1418119707381
936;-0.7088138;-0.45792866;-0.45792866;1418119707401
937;-0.5863309;-0.88101673;-0.88101673;1418119707420
938;-0.3386761;-0.3936224;-0.3936224;1418119707445
939;0.17107195;-0.24668789;-0.24668789;1418119707459
940;0.31417203;0.013390541;0.013390541;1418119707479
941;-0.33111316;0.04024887;0.04024887;1418119707500
942;-0.49698022;-0.4737625;-0.4737625;1418119707519
943;-0.7676206;-0.98876095;-0.98876095;1418119707538
944;-0.7875773;-0.32987118;-0.32987118;1418119707558
945;-2.6675353;-0.21618748;-0.21618748;1418119707577
946;-3.1800656;-0.21030903;-0.21030903;1418119707597
947;-2.2584689;0.016738892;0.016738892;1418119707617
948;-1.5371825;-0.034812927;-0.034812927;1418119707637
949;-1.129942;-0.32039833;-0.32039833;1418119707656
950;-1.691867;-0.6762028;-0.6762028;1418119707676
951;-2.0874197;-0.7379656;-0.7379656;1418119707696
952;-2.0925295;-0.37082958;-0.37082958;1418119707716
953;-1.4970851;-0.45678043;-0.45678043;1418119707738
954;-2.1514237;-0.54724216;-0.54724216;1418119707755
955;-2.8234735;-0.71560574;-0.71560574;1418119707774
956;-2.6508229;-0.80499744;-0.80499744;1418119707794
957;-3.0866091;-0.98226833;-0.98226833;1418119707815
958;-3.0648272;-1.1844778;-1.1844778;1418119707834
959;-2.5852275;-1.0608282;-1.0608282;1418119707854
960;-3.13509;-1.2973528;-1.2973528;1418119707873
961;-4.572981;-1.7428885;-1.7428885;1418119707893
962;-4.6331363;-2.526679;-2.526679;1418119707912
963;-3.7440379;-2.9855146;-2.9855146;1418119707933
964;-1.153202;-2.6711931;-2.6711931;1418119707952
965;0.5577555;-2.6141014;-2.6141014;1418119707972
966;-0.6223271;-2.6490374;-2.6490374;1418119707996
967;-1.4578023;-2.687871;-2.687871;1418119708017
968;-1.3051996;-2.68612;-2.68612;1418119708033
969;-0.961524;-2.391695;-2.391695;1418119708051
970;0.15157127;-2.649911;-2.649911;1418119708071
971;0.35583925;-2.4501796;-2.4501796;1418119708090
972;0.5955868;-3.0069528;-3.0069528;1418119708110
973;1.6436753;-2.6933856;-2.6933856;1418119708129
974;1.9744086;-2.27028;-2.27028;1418119708150
975;2.639361;-1.9417396;-1.9417396;1418119708169
976;2.3471565;-1.7963052;-1.7963052;1418119708190
977;0.4174719;-2.178072;-2.178072;1418119708208
978;0.8647537;-2.1063542;-2.1063542;1418119708228
979;1.0635824;-1.9568834;-1.9568834;1418119708248
980;2.2208881;-1.6089082;-1.6089082;1418119708268
981;2.2260847;-1.6454227;-1.6454227;1418119708288
982;-0.17333984;-1.898911;-1.898911;1418119708308
983;1.2132664;-1.2958442;-1.2958442;1418119708328
984;2.8217554;-1.027094;-1.027094;1418119708346
985;3.7413216;-0.7858921;-0.7858921;1418119708365
986;3.5133295;-0.5177362;-0.5177362;1418119708387
987;3.1576357;-1.0711868;-1.0711868;1418119708409
988;2.081668;-1.3119364;-1.3119364;1418119708427
989;2.112544;-1.769484;-1.769484;1418119708447
990;3.8198042;-1.482333;-1.482333;1418119708465
991;5.1715927;-1.1311855;-1.1311855;1418119708485
992;3.9100266;-1.4254131;-1.4254131;1418119708505
993;0.98541594;-1.7034278;-1.7034278;1418119708526
