2;x;y;z;time
0;-0.31356794;-0.2167244;-0.2167244;1420463015180
1;-0.19058901;-0.11591864;-0.11591864;1420463015205
2;0.07741213;-4.1246414E-4;-4.1246414E-4;1420463015224
3;0.12818015;0.10208988;0.10208988;1420463015241
4;0.1648686;0.06423569;0.06423569;1420463015259
5;0.14254963;0.17973423;0.17973423;1420463015284
6;0.32573292;0.14936352;0.14936352;1420463015306
7;0.2491546;0.13324022;0.13324022;1420463015322
8;0.097994536;-0.021149158;-0.021149158;1420463015338
9;0.16699773;0.05210972;0.05210972;1420463015357
10;0.12967634;0.082764626;0.082764626;1420463015377
11;0.0607467;0.045217514;0.045217514;1420463015401
12;-0.008243382;0.057743073;0.057743073;1420463015425
13;-0.008736759;0.01570654;0.01570654;1420463015436
14;0.15667227;-0.025429249;-0.025429249;1420463015457
15;0.06583312;-0.022249222;-0.022249222;1420463015476
16;0.28795984;0.17389488;0.17389488;1420463015502
17;0.16616276;0.064743996;0.064743996;1420463015519
18;0.11254832;0.022746563;0.022746563;1420463015536
19;0.035816133;-0.0118870735;-0.0118870735;1420463015556
20;0.09301713;-0.028483868;-0.028483868;1420463015575
21;0.122030914;-0.09156418;-0.09156418;1420463015595
22;0.33170268;-0.058403015;-0.058403015;1420463015622
23;0.44579637;0.02710247;0.02710247;1420463015640
24;-0.08938679;0.06265974;0.06265974;1420463015655
25;0.32537395;-0.046782494;-0.046782494;1420463015674
26;0.19475874;0.0847044;0.0847044;1420463015694
27;0.20946789;0.121582985;0.121582985;1420463015720
28;0.05481541;0.037923336;0.037923336;1420463015737
29;-0.045036346;-0.06498003;-0.06498003;1420463015755
30;-0.041617066;0.022715092;0.022715092;1420463015772
31;-0.030493498;0.08155918;0.08155918;1420463015792
32;0.08197382;0.043596268;0.043596268;1420463015812
33;-0.032188475;0.031987667;0.031987667;1420463015838
34;-0.077637255;-0.013890743;-0.013890743;1420463015854
35;-0.12075195;0.035997868;0.035997868;1420463015872
36;-0.0769763;-0.017029285;-0.017029285;1420463015891
37;-0.1506246;-0.14177608;-0.14177608;1420463015911
38;-0.01700598;-0.06364918;-0.06364918;1420463015937
39;0.07012141;-0.024839878;-0.024839878;1420463015955
40;-0.051122844;-0.059595108;-0.059595108;1420463015972
41;0.0018540621;0.088178635;0.088178635;1420463015990
42;0.037718132;0.0720315;0.0720315;1420463016011
43;-0.01047194;0.023248196;0.023248196;1420463016030
44;0.028087407;-0.031216145;-0.031216145;1420463016054
45;0.0654248;-0.021397114;-0.021397114;1420463016072
46;0.36078897;0.06627703;0.06627703;1420463016091
47;0.26052028;0.07260609;0.07260609;1420463016109
48;0.08482751;-0.014482975;-0.014482975;1420463016129
49;0.09512608;0.01888609;0.01888609;1420463016154
50;0.15086374;-0.123491764;-0.123491764;1420463016172
51;0.10711561;-0.0145664215;-0.0145664215;1420463016189
52;0.115540415;-0.019505024;-0.019505024;1420463016211
53;0.015855223;-0.22184229;-0.22184229;1420463016228
54;-0.22549069;-0.45940018;-0.45940018;1420463016255
55;0.12970668;-0.31668043;-0.31668043;1420463016275
56;0.036191877;-0.8299885;-0.8299885;1420463016290
57;0.181721;-1.0594625;-1.0594625;1420463016309
58;-0.14031565;-1.0702987;-1.0702987;1420463016326
59;-0.25973535;-0.61655235;-0.61655235;1420463016346
60;-2.8462121;-0.06880951;-0.06880951;1420463016372
61;-2.4713697;0.16481495;0.16481495;1420463016392
62;0.8784659;-0.055187702;-0.055187702;1420463016407
63;-0.40211153;0.7244384;0.7244384;1420463016425
64;-1.0957167;1.9432127;1.9432127;1420463016444
65;-0.7027011;0.42449594;0.42449594;1420463016464
66;-4.412134;0.3811648;0.3811648;1420463016491
67;-0.71150446;0.3320403;0.3320403;1420463016509
68;1.0407143;1.2570376;1.2570376;1420463016529
69;-0.16656995;-0.16145062;-0.16145062;1420463016543
70;0.39104605;-0.9604142;-0.9604142;1420463016564
71;-1.3743076;-2.5378;-2.5378;1420463016590
72;-1.9172449;-3.3756778;-3.3756778;1420463016608
73;-0.7034664;-3.3190386;-3.3190386;1420463016624
74;-0.8028269;-2.7729511;-2.7729511;1420463016643
75;0.6577287;-2.7270293;-2.7270293;1420463016663
76;1.9726987;-3.6216774;-3.6216774;1420463016682
77;5.888765;1.0279764;1.0279764;1420463016709
78;3.7638474;-0.6014676;-0.6014676;1420463016724
79;1.1133399;-1.1699868;-1.1699868;1420463016745
80;0.71371794;-0.61096656;-0.61096656;1420463016761
81;0.59533405;-0.12320429;-0.12320429;1420463016781
82;-2.2298503;-3.10539;-3.10539;1420463016808
83;-1.7233193;-3.0796041;-3.0796041;1420463016826
84;-0.27240968;-2.7657897;-2.7657897;1420463016848
85;1.1688919;-2.474355;-2.474355;1420463016860
86;1.7904432;-2.8054764;-2.8054764;1420463016881
87;1.6392789;-2.3200536;-2.3200536;1420463016899
88;-0.6509876;-3.8343546;-3.8343546;1420463016925
89;-2.0994897;-4.127492;-4.127492;1420463016944
90;2.5049534;-0.885726;-0.885726;1420463016961
91;1.7585022;-1.5351734;-1.5351734;1420463016978
92;-1.7000835;-2.8656507;-2.8656507;1420463016998
93;-0.06951356;-0.7441373;-0.7441373;1420463017018
94;3.529762;-0.21808958;-0.21808958;1420463017043
95;1.5111858;0.06295109;0.06295109;1420463017062
96;1.5073156;-0.14640808;-0.14640808;1420463017077
97;3.9857254;1.0062957;1.0062957;1420463017098
98;2.750815;0.9847822;0.9847822;1420463017117
99;1.0589517;0.8325944;0.8325944;1420463017142
100;-0.5712431;-0.43992472;-0.43992472;1420463017160
101;-1.3348887;-1.1902952;-1.1902952;1420463017177
102;-3.4522057;-1.2779417;-1.2779417;1420463017195
103;-3.2936637;-0.55325985;-0.55325985;1420463017216
104;0.37859523;1.235054;1.235054;1420463017235
105;2.9111228;2.0845375;2.0845375;1420463017260
106;3.0225344;0.9970341;0.9970341;1420463017279
107;0.9902785;-1.3886824;-1.3886824;1420463017295
108;1.4642537;-0.3788395;-0.3788395;1420463017314
109;3.3267224;2.2039385;2.2039385;1420463017334
110;-1.7470828;-3.0553684;-3.0553684;1420463017362
111;-4.4054914;-2.8000135;-2.8000135;1420463017378
112;3.2829;0.26817894;0.26817894;1420463017394
113;0.5701778;-2.094656;-2.094656;1420463017413
114;1.6196945;-0.9687481;-0.9687481;1420463017433
115;-0.7397463;-1.8179789;-1.8179789;1420463017460
116;2.723406;0.8470564;0.8470564;1420463017479
117;-2.1065545;-2.263918;-2.263918;1420463017497
118;-3.3221967;-1.9477386;-1.9477386;1420463017513
119;-0.77418;-0.9865551;-0.9865551;1420463017531
120;1.0774925;0.52742577;0.52742577;1420463017551
121;-1.3905773;1.4781952E-4;1.4781952E-4;1420463017578
122;-1.2533948;0.98031616;0.98031616;1420463017595
123;-0.40736252;0.21186829;0.21186829;1420463017615
124;-2.2694263;-0.41309547;-0.41309547;1420463017630
125;1.0427138;2.1106052;2.1106052;1420463017651
126;-0.30302063;-0.56993866;-0.56993866;1420463017670
127;0.6632426;1.1114626;1.1114626;1420463017696
128;-2.656461;-1.1100807;-1.1100807;1420463017713
129;-0.59258103;-0.08712292;-0.08712292;1420463017730
130;0.45123813;1.5032635;1.5032635;1420463017748
131;-0.6682154;-1.8924303;-1.8924303;1420463017768
132;-2.726437;0.6214771;0.6214771;1420463017788
133;0.41679466;-4.032299;-4.032299;1420463017815
134;0.5033843;-3.4811945;-3.4811945;1420463017830
135;-0.7567762;-2.3876848;-2.3876848;1420463017847
136;-1.2265006;-1.6686773;-1.6686773;1420463017868
137;-2.3021016;0.028701782;0.028701782;1420463017890
138;0.4701598;3.010374;3.010374;1420463017915
139;3.1629195;0.5746641;0.5746641;1420463017930
140;0.12623715;-1.0916328;-1.0916328;1420463017952
141;0.5298503;-1.2818766;-1.2818766;1420463017970
142;0.84213173;-0.83497906;-0.83497906;1420463017986
143;-1.4806938;-0.17481518;-0.17481518;1420463018007
144;0.2963286;0.39302063;0.39302063;1420463018034
145;-0.1794315;-0.46424103;-0.46424103;1420463018050
146;-0.31310058;0.72313213;0.72313213;1420463018075
147;0.15607262;-1.0946264;-1.0946264;1420463018085
148;-0.21249449;-1.0338182;-1.0338182;1420463018105
149;-0.83272934;0.49564266;0.49564266;1420463018133
150;-0.502529;-0.924243;-0.924243;1420463018154
151;-0.3608303;-0.73956394;-0.73956394;1420463018166
152;0.014174461;0.60427666;0.60427666;1420463018184
153;-0.59998596;-0.28551674;-0.28551674;1420463018203
154;0.26167965;0.22741604;0.22741604;1420463018223
155;-0.102350354;0.45549965;0.45549965;1420463018249
156;-0.40547144;-0.09883022;-0.09883022;1420463018268
157;-0.14233196;-1.158062;-1.158062;1420463018295
158;-0.15091622;-0.09211731;-0.09211731;1420463018302
159;-0.011495709;-0.2805519;-0.2805519;1420463018322
160;0.013531685;-0.44041538;-0.44041538;1420463018353
161;-0.20960808;-0.119213104;-0.119213104;1420463018375
162;-0.46622407;-0.11735344;-0.11735344;1420463018382
163;-0.25877762;0.0102062225;0.0102062225;1420463018404
164;-0.81732285;0.1747675;0.1747675;1420463018421
165;-0.42874765;-0.2642269;-0.2642269;1420463018441
166;-0.17514324;-0.510087;-0.510087;1420463018468
167;-0.25215328;0.033737183;0.033737183;1420463018489
168;0.17027843;-0.33499146;-0.33499146;1420463018500
169;0.06253266;-0.5754652;-0.5754652;1420463018520
170;-0.20130146;-0.33719826;-0.33719826;1420463018540
171;-0.16857934;-0.12213993;-0.12213993;1420463018569
172;-0.22063768;0.16162395;0.16162395;1420463018591
173;-0.41252363;0.11962128;0.11962128;1420463018599
174;-0.32509577;-0.089315414;-0.089315414;1420463018619
175;-0.023138642;-0.28091145;-0.28091145;1420463018640
176;-0.16545379;-0.13728046;-0.13728046;1420463018671
177;-0.16369951;-0.29283237;-0.29283237;1420463018690
178;-0.08314645;-0.19651985;-0.19651985;1420463018698
179;-0.42745185;0.18717861;0.18717861;1420463018719
180;-0.51367486;0.41879272;0.41879272;1420463018737
181;-1.1865226;1.1051092;1.1051092;1420463018757
182;0.28359616;-0.70707226;-0.70707226;1420463018787
183;-0.30854744;0.22526932;0.22526932;1420463018804
184;-0.32537633;0.5534611;0.5534611;1420463018824
185;-0.20239115;0.50505066;0.50505066;1420463018836
186;0.049175978;0.15433502;0.15433502;1420463018855
187;-0.39039052;-0.34590054;-0.34590054;1420463018876
188;-0.4170789;0.07739639;0.07739639;1420463018903
189;-0.18591154;0.26232815;0.26232815;1420463018921
190;0.23768598;0.54711056;0.54711056;1420463018941
191;-0.9530408;-1.9433041;-1.9433041;1420463018958
192;-0.2641511;0.8818407;0.8818407;1420463018974
193;0.0046991706;-0.9898443;-0.9898443;1420463018994
194;-2.0145454;0.20362282;0.20362282;1420463019021
195;-3.6981657;5.286195;5.286195;1420463019041
196;-3.4987946;0.64940643;0.64940643;1420463019061
197;-1.429535;0.6777525;0.6777525;1420463019073
198;1.024934;1.2764301;1.2764301;1420463019093
199;0.49630123;1.0074768;1.0074768;1420463019123
200;-0.9567557;-3.3386164;-3.3386164;1420463019142
201;1.8998482;-1.2258873;-1.2258873;1420463019153
202;3.1483347;0.19051647;0.19051647;1420463019173
203;4.333558;-0.11745262;-0.11745262;1420463019199
204;3.5993056;-1.4063978;-1.4063978;1420463019225
205;2.1026316;-2.1158628;-2.1158628;1420463019249
206;-0.36831117;-1.3221178;-1.3221178;1420463019251
207;-2.6502426;-0.42499828;-0.42499828;1420463019271
208;-2.4500313;0.017655373;0.017655373;1420463019291
209;-1.1991179;0.1788454;0.1788454;1420463019311
210;0.13497281;-0.12556267;-0.12556267;1420463019332
211;1.2017579;-1.3026915;-1.3026915;1420463019351
212;0.5847007;-0.87894154;-0.87894154;1420463019369
213;-0.04468143;0.5891075;0.5891075;1420463019389
214;-0.26714492;0.018325806;0.018325806;1420463019409
215;-0.44587326;0.16404724;0.16404724;1420463019433
216;0.3629824;-0.55768394;-0.55768394;1420463019456
217;0.1072948;-0.8801451;-0.8801451;1420463019471
218;-0.044289947;-0.61714935;-0.61714935;1420463019487
219;0.16096711;-0.108823776;-0.108823776;1420463019508
220;0.5775801;0.78418255;0.78418255;1420463019528
221;0.22958231;-0.25605297;-0.25605297;1420463019550
222;-0.0076875687;-1.373127;-1.373127;1420463019569
223;0.16266465;-1.2760487;-1.2760487;1420463019586
224;0.02716899;-1.2732162;-1.2732162;1420463019607
225;-0.1118809;-0.5722437;-0.5722437;1420463019627
226;-0.3093257;-0.122592926;-0.122592926;1420463019646
227;-0.09967506;0.034874916;0.034874916;1420463019668
228;-0.1338731;-0.16700363;-0.16700363;1420463019686
229;0.11818552;-0.5328808;-0.5328808;1420463019705
230;0.1397357;-0.6282501;-0.6282501;1420463019725
231;-0.02560544;-0.14544868;-0.14544868;1420463019746
232;-0.021214485;0.06938839;0.06938839;1420463019771
233;-0.079390526;-0.10643101;-0.10643101;1420463019790
234;-0.19272983;-0.464633;-0.464633;1420463019813
235;-0.0442909;-0.1475048;-0.1475048;1420463019825
236;0.07977259;-0.08428764;-0.08428764;1420463019844
237;-0.045653224;-0.2467022;-0.2467022;1420463019866
238;-0.18169379;-0.23909473;-0.23909473;1420463019901
239;-0.18742192;-0.34460926;-0.34460926;1420463019904
240;-0.080322266;-0.060598373;-0.060598373;1420463019926
241;-0.08330572;-0.3560667;-0.3560667;1420463019945
242;-0.18398404;-0.46299267;-0.46299267;1420463019963
243;-0.16158092;-0.18812466;-0.18812466;1420463019983
244;0.042609334;-0.20383358;-0.20383358;1420463020010
245;0.076784015;-0.22103405;-0.22103405;1420463020029
246;0.036427498;-0.18532181;-0.18532181;1420463020042
247;0.021699429;-0.21959496;-0.21959496;1420463020061
248;0.035310388;-0.19463444;-0.19463444;1420463020081
249;-0.033765674;-0.18074512;-0.18074512;1420463020111
250;-0.12867272;-0.22198582;-0.22198582;1420463020135
251;-0.0027134418;-0.18841171;-0.18841171;1420463020140
252;-0.08019173;-0.15606785;-0.15606785;1420463020160
253;-0.087010145;-0.1787939;-0.1787939;1420463020180
254;-0.035999537;-0.10326195;-0.10326195;1420463020210
255;-0.07481158;-0.14144707;-0.14144707;1420463020230
256;-0.175789;-0.20128632;-0.20128632;1420463020248
257;-0.03800726;-0.26143456;-0.26143456;1420463020260
258;-0.122900605;-0.20604229;-0.20604229;1420463020279
259;-0.21038115;0.106331825;0.106331825;1420463020298
260;-0.02722323;0.34656048;0.34656048;1420463020327
261;0.13711989;-0.018615723;-0.018615723;1420463020345
262;0.04101622;-0.19974804;-0.19974804;1420463020367
263;-0.10738504;-0.3622799;-0.3622799;1420463020378
264;-0.12365055;-0.022914886;-0.022914886;1420463020397
265;-0.004182577;-0.2152729;-0.2152729;1420463020417
266;-0.07356334;-0.22410297;-0.22410297;1420463020444
267;-0.13094473;-0.15879631;-0.15879631;1420463020470
268;-0.06857264;-0.14990711;-0.14990711;1420463020477
269;0.02943325;0.01173687;0.01173687;1420463020496
270;-0.23082566;-0.15867233;-0.15867233;1420463020526
271;-0.062204123;-0.16258717;-0.16258717;1420463020549
272;0.13393915;-0.13476658;-0.13476658;1420463020556
273;0.13089609;0.014386177;0.014386177;1420463020582
274;-0.12100506;-0.3074875;-0.3074875;1420463020594
275;0.017262459;0.011552811;0.011552811;1420463020615
276;0.048990726;0.014591217;0.014591217;1420463020635
277;-0.1367141;-0.040888786;-0.040888786;1420463020662
278;-0.09993601;-0.21504593;-0.21504593;1420463020680
279;-0.12199199;-0.10205746;-0.10205746;1420463020699
280;-0.049310803;-0.006102562;-0.006102562;1420463020714
281;0.0038508177;0.007490158;0.007490158;1420463020733
282;0.08255136;-0.046634674;-0.046634674;1420463020761
283;0.019059062;-0.07313061;-0.07313061;1420463020782
284;-0.04266429;-0.09126854;-0.09126854;1420463020800
285;-0.033308625;-0.06590176;-0.06590176;1420463020813
286;0.024828076;-0.013306618;-0.013306618;1420463020832
287;0.075299025;-0.014546394;-0.014546394;1420463020852
288;0.005394101;-0.021660805;-0.021660805;1420463020879
289;-0.021236062;-0.039625168;-0.039625168;1420463020897
290;-0.053646564;-0.07540989;-0.07540989;1420463020916
291;-0.018962145;-0.05041313;-0.05041313;1420463020934
292;-0.0338161;-0.065937996;-0.065937996;1420463020951
293;-0.070910096;0.008343697;0.008343697;1420463020971
294;-0.023160338;-0.042107582;-0.042107582;1420463020996
295;-0.07890141;-0.1279192;-0.1279192;1420463021015
296;0.01180315;0.019029617;0.019029617;1420463021033
297;-0.0020200014;-0.032366753;-0.032366753;1420463021050
298;-0.04152;-0.07482147;-0.07482147;1420463021069
299;-0.023636818;0.0063295364;0.0063295364;1420463021097
300;-0.036435008;0.015950203;0.015950203;1420463021122
301;-0.04104197;-0.08476162;-0.08476162;1420463021130
302;-0.03449297;-0.08283901;-0.08283901;1420463021155
303;-0.0025738478;0.026994705;0.026994705;1420463021183
304;-0.03247261;-0.0074367523;-0.0074367523;1420463021188
305;-0.018286228;-0.07060814;-0.07060814;1420463021214
